Frac_B	N	N_a	N_b	Med_KE_A	Med_KE_B	Radius_A	Radius_B	Med_KE	Q1_KE	Q3_KE	Med_time	Q1_endtime	Q3_endtime	Med_AUDPC	Q1_AUDPC	 Q3_AUDPC	Med_AUDPC_SPS	Q1_AUDPC_SPS	Q3_AUDPC_SPS	Q1_AUDPC_A	Q3_AUDPC_A	 Med_AUDPC_A	Q1_AUDPC_B	Q3_AUDPC_B	Med_AUDPC_B
0.5	1110	555	555	459.5	460.5	800	800	919	842.8	975.2	346.6	251	459	128292.8	103717.8	162129.8	1282.9	1037.2	1621.8	51714.8	81978.7	64890.7	51630.2	79356.4	63253
0.5	1110	555	555	479	475	800	900	952.5	882.2	1016.8	320.6	227.1	426.2	134941.8	103747.6	158792.4	1350.4	1037.5	1587.9	52769.2	80066.1	67843.5	51735.8	78726.8	66871.2
0.5	1110	555	555	483	484	800	1000	964	889.8	1020.8	316.4	229.9	420.5	134739.6	108060.8	161059.3	1348.1	1080.6	1610.6	53928.2	80827.3	67812.6	53779.2	79704.8	66691.8
0.5	1110	555	555	496.5	495	800	1100	993	918.2	1046	286.6	216.8	406.5	129145.8	104372.6	163425.9	1291.5	1043.7	1634.3	52959.8	81936.4	64941.2	51480.3	80914.4	63716.8
0.5	1110	555	555	477.5	476.5	900	0	953.5	876.2	1013.5	445.5	319.8	618.5	178111.3	140004.5	210834.6	1781.1	1406.8	2108.3	71085.7	105527	89503.6	69041.3	104052.5	87123
0.5	1110	555	555	482	482	900	100	967	874.2	1022	468.7	342.8	633.2	177377.8	141405.8	207448.6	1773.8	1414.1	2074.5	70726.8	107602.2	89709.7	69973.2	101840.2	87344.5
0.5	1110	555	555	472	473	900	200	945	877	1008.2	451.5	307.7	615.6	169228	133353.2	201656.3	1696.5	1333.5	2016.6	67506.9	102291.6	85272.6	65404	99789.7	83761.5
0.5	1110	555	555	460.5	464.5	900	300	929.5	843	990	460.4	314.7	651.9	160573	126704.6	196754.1	1606.5	1267	1967.5	64116.5	98416.3	81169.1	62858.5	97193.6	79965.3
0.5	1110	555	555	451	453.5	900	400	904	826.5	961.8	402.7	292.4	570.7	145771	112688.4	184951.1	1457.7	1129.7	1849.5	56592.9	93725.7	73187	56285	91232.1	72475.4
0.5	1110	555	555	443	446.5	900	500	892	796	968.8	365.4	265.3	498.9	129832.1	100384.7	161518	1301.2	1005	1615.5	50169.9	81134.5	66458.2	50210.5	81166.6	64111.3
0.5	1110	555	555	460	462	900	600	925.5	828.2	991.2	363.8	276.1	494.9	135713.6	106149.6	168965.1	1357.1	1061.5	1689.7	53544.6	85398.1	67780.1	53400.4	83279.8	67955.2
0.5	1110	555	555	457.5	466	900	700	918.5	840.5	991.8	330.2	246.1	461.1	135834.5	109637.3	164777	1360.1	1096.4	1647.8	54788.7	82096.8	68787.2	54101.6	81882.2	67019.2
0.5	1110	555	555	475.5	477	900	800	949	869.2	1003.8	305.4	210.1	441.9	126990.7	99073.4	156812.5	1269.9	995.3	1568.1	49690.7	79077.1	63939.2	49669.2	78017.4	63447.4
0.5	1110	555	555	492	493	900	900	989	911.8	1036.8	315.7	231.8	422.2	132712.9	104803.5	163057.9	1327.1	1053.7	1632.5	53380.2	81728.7	67262.4	53171.8	80037.1	65656.4
0.5	1110	555	555	492.5	493.5	900	1000	983	909	1033	276.2	192.1	374.9	127488.9	103060.3	154171.4	1276.8	1030.6	1541.7	51872.5	78307	64443.3	51297.8	76028.9	62470.3
0.5	1110	555	555	497.5	495	900	1100	990	912.2	1045.8	274.7	200.9	392.3	121894.7	99919.1	152580.7	1218.9	999.2	1525.8	49564.9	76720.5	61670.9	49511.8	76158.5	60053.5
0.5	1110	555	555	497.5	494	1000	0	992	920.5	1060	398.4	299.6	559	171971.9	134788.3	206556.4	1719.7	1347.9	2066.9	67904.5	105790.4	87677.5	67496.4	102012.8	84617.8
0.5	1110	555	555	493.5	491	1000	100	984	919.2	1047.8	421	298.4	589.6	166789.8	128222.5	210974.3	1667.9	1282.2	2109.7	64967.4	107362.3	84598.4	64312.8	101923.5	82736.8
0.5	1110	555	555	486.5	485.5	1000	200	971.5	881.2	1033.5	383.2	284.7	540	159692.3	124331.6	196306.1	1596.9	1243.3	1963.1	61448.9	99506.1	80127.9	61903.8	97728.1	79858.8
0.5	1110	555	555	470	474	1000	300	943	875	1018	387.9	281.6	540.2	154056.1	121580.8	182991.6	1540.6	1215.8	1831.1	62143.3	92725.7	77329	61279.4	91652.8	75977.3
